date,open_interest,funding_rate
2026-08-28 11:00:00+00:00,107851.392,0.0001
2026-08-28 12:00:00+00:00,107754.439,0.0001
2026-08-28 13:00:00+00:00,107689.117,5.913e-05
2026-08-28 14:00:00+00:00,106764.266,5.913e-05
2026-08-28 15:00:00+00:00,105730.98,5.913e-05
2026-08-28 16:00:00+00:00,107723.25,5.913e-05
2026-08-28 17:00:00+00:00,107038.362,5.913e-05
2026-08-28 18:00:00+00:00,107225.514,5.913e-05
2026-08-28 19:00:00+00:00,107445.151,5.913e-05
2026-08-28 20:00:00+00:00,107162.117,5.913e-05
2026-08-28 21:00:00+00:00,106858.103,0.0001
2026-08-28 22:00:00+00:00,106361.784,0.0001
2026-08-28 23:00:00+00:00,105873.273,0.0001
2026-08-29 00:00:00+00:00,105609.137,0.0001
2026-08-29 01:00:00+00:00,105808.946,0.0001
2026-08-29 02:00:00+00:00,105933.02,0.0001
2026-08-29 03:00:00+00:00,106103.024,0.0001
2026-08-29 04:00:00+00:00,106209.403,0.0001
2026-08-29 05:00:00+00:00,106287.194,0.0001
2026-08-29 06:00:00+00:00,106400.933,0.0001
2026-08-29 07:00:00+00:00,106718.013,0.0001
2026-08-29 08:00:00+00:00,106689.478,0.0001
2026-08-29 09:00:00+00:00,106737.64,0.0001
2026-08-29 10:00:00+00:00,106893.534,0.0001
2026-08-29 11:00:00+00:00,106862.956,0.0001
2026-08-29 12:00:00+00:00,106949.905,0.0001
2026-08-29 13:00:00+00:00,107108.747,0.0001
2026-08-29 14:00:00+00:00,107086.982,0.0001
2026-08-29 15:00:00+00:00,107053.718,0.0001
2026-08-29 16:00:00+00:00,107345.484,0.0001
2026-08-29 17:00:00+00:00,107741.175,0.0001
2026-08-29 18:00:00+00:00,107914.405,0.0001
2026-08-29 19:00:00+00:00,107881.589,0.0001
2026-08-29 20:00:00+00:00,107838.614,0.0001
2026-08-29 21:00:00+00:00,107735.941,8.283e-05
2026-08-29 22:00:00+00:00,107645.5,8.283e-05
2026-08-29 23:00:00+00:00,107732.733,8.283e-05
2026-08-30 00:00:00+00:00,107673.021,8.283e-05
2026-08-30 01:00:00+00:00,107742.725,8.283e-05
2026-08-30 02:00:00+00:00,108165.758,8.283e-05
2026-08-30 03:00:00+00:00,108303.388,8.283e-05
2026-08-30 04:00:00+00:00,108319.31,8.283e-05
2026-08-30 05:00:00+00:00,108312.17,0.0001
2026-08-30 06:00:00+00:00,108447.961,0.0001
